ID_NUM,Gender,Resident,ACT_SCORE,ACT_RECEIVED,HS_GPA,Athlete,Retained
118,0,1,30,1,3.46,0,1
119,1,1,NULL,0,2.51,0,0
120,1,1,28,1,3.98,0,1
121,0,1,23,1,3.19,0,0
122,0,1,27,1,3.77,0,1
123,0,1,28,1,3.52,1,0
124,1,1,25,1,2.96,0,1
125,0,1,21,1,2.96,1,0
126,0,1,27,1,4.15,1,0
127,1,1,27,1,4.2,0,1
128,1,1,22,1,4.26,1,1
129,1,1,25,1,3.83,1,1
130,1,1,24,1,3.3,0,1
131,0,1,NULL,0,2.736,0,1
132,1,1,26,1,4,1,1
133,1,1,21,1,3.03,1,0
134,1,1,22,1,3.6,0,1
135,1,1,21,1,3,0,0
136,1,1,23,1,2.75,1,0
137,1,1,29,1,4.35,0,1
138,1,1,28,1,4.81,1,1
139,0,1,22,1,2.74,0,0
140,0,1,NULL,0,4.15,0,1
141,1,1,25,1,3.9,0,1
142,0,1,21,1,2.94,1,0
143,1,1,31,1,4.3,0,0
144,1,1,28,1,4.19,0,0
145,0,1,27,1,3.23,0,1
146,1,1,29,1,4.03,0,1
147,0,1,31,1,3.1,0,0
148,0,1,30,1,4.17,0,1
149,1,1,27,1,4.15,1,1
150,0,1,27,1,3.41,0,1
151,1,1,30,1,3.4,1,1
152,0,1,30,1,3.56,0,1
153,1,1,26,1,2.98,0,0
154,0,1,29,1,3.59,0,1
155,0,1,28,1,3.49,0,1
156,1,1,25,1,3.84,0,0
157,0,1,25,1,3.23,1,1
158,1,1,24,1,3.54,0,1
159,1,1,33,1,3.69,1,1
160,0,1,32,1,3.92,0,0
161,0,1,26,1,2.63,0,1
162,0,1,26,1,3.37,1,1
163,0,1,20,1,2.39,1,1
164,1,1,21,1,2.3,0,0
165,1,1,31,1,4,0,1
166,0,1,25,1,3.45,0,1
167,0,1,23,1,3.87,1,1
168,0,1,25,1,3.43,0,0
169,1,1,22,1,2.82,0,0
170,0,1,24,1,3.75,1,1
171,1,1,17,1,3.38,1,0
172,0,1,NULL,0,3.65,0,1
173,0,1,17,1,3,0,1
174,0,1,23,1,4,0,1
175,0,1,23,1,4,1,1
176,1,1,27,1,3.34,0,1
177,0,1,22,1,3.23,0,0
178,1,1,22,1,4.06,1,1
179,1,1,26,1,4.18,0,1
180,0,1,28,1,3.78,1,1
181,0,1,19,1,3.41,0,0
182,1,1,26,1,4,1,1
183,0,1,NULL,0,3.35,0,0
184,0,1,24,1,4.02,0,1
185,0,1,18,1,2.69,0,1
186,1,1,19,1,2.94,0,1
187,0,1,21,1,2.66,1,1
188,1,1,22,1,3.11,0,0
189,1,1,20,1,3.38,0,0
190,0,1,NULL,0,0,1,1
191,1,1,27,1,4.14,1,1
192,1,1,20,1,3.1,0,0
193,0,1,26,1,1.85,0,0
194,0,1,NULL,0,0,0,1
195,1,1,21,1,3.49,0,0
196,1,1,19,1,0,0,1
197,0,1,20,1,2.3,1,0
198,0,1,24,1,2.8,1,1
199,1,1,19,1,2.69,0,0
200,0,1,24,1,3.75,0,1
201,1,1,21,1,2.75,1,1
202,1,1,30,1,3.67,0,1
203,1,1,25,1,3.98,0,0
204,0,1,27,1,3.63,1,0
205,0,1,23,1,3.16,1,1
206,0,1,20,1,2.78,0,1
207,0,1,22,1,3.8,0,0
208,0,1,NULL,0,3.15,0,0
209,0,1,31,1,4,0,0
210,1,1,22,1,3.2,0,0
211,0,1,28,1,4,0,0
212,0,1,26,1,3.74,1,1
213,1,1,19,1,3.72,0,0
214,0,1,23,1,2.69,1,1
215,0,1,19,1,2.78,1,1
216,0,1,21,1,3.08,1,0
217,1,1,23,1,4.3,1,1
218,0,1,27,1,3.05,0,1
219,1,1,27,1,4.05,1,1
220,0,1,NULL,0,2.89,0,0
221,0,1,22,1,2.81,0,0
222,0,1,19,1,2.63,1,0
223,1,1,21,1,2.61,0,1
224,0,1,22,1,2.54,1,1
225,1,1,27,1,3.99,0,1
226,0,1,18,1,2.18,0,0
227,1,1,31,1,3.68,0,1
228,0,1,21,1,3.63,1,0
229,1,1,23,1,3.71,0,0
230,0,1,20,1,2.05,1,1
231,0,1,31,1,4.16,0,1
232,1,1,23,1,3.03,0,1
233,0,1,20,1,3.09,1,1
234,0,1,28,1,3.64,0,1
235,0,1,28,1,4.34,1,1
236,1,1,22,1,3.65,0,1
237,0,1,23,1,3.24,1,0
238,1,1,21,1,3.92,0,1
239,1,1,NULL,0,3.34,0,0
240,0,1,19,1,2.93,0,1
241,1,1,28,1,3.85,0,1
242,0,1,25,1,3.5,1,1
243,0,1,25,1,3.07,0,1
244,1,1,34,1,4.44,1,1
245,0,1,24,1,4.244,0,0
246,0,1,22,1,2.74,1,1
247,0,1,22,1,3.9,1,1
248,0,1,25,1,3.47,0,1
249,0,1,24,1,3.98,1,1
250,1,1,21,1,3.89,0,0
251,0,1,20,1,2.69,1,1
252,0,1,19,1,3.38,1,0
253,0,1,18,1,2.71,1,1
254,0,1,21,1,3.08,1,1
255,1,1,23,1,3.48,1,1
256,1,1,22,1,3.19,1,1
257,1,1,27,1,3.43,0,1
258,0,1,23,1,0,0,0
259,1,1,19,1,3.31,1,1
260,0,1,24,1,3.59,1,1
261,1,1,23,1,3.79,0,1
262,1,1,NULL,0,0,0,1
263,0,1,23,1,3.93,1,0
264,1,1,20,1,3.36,0,1
265,0,1,20,1,3.63,0,0
266,0,1,20,1,2.67,0,0
267,1,1,19,1,2.28,0,0
268,0,1,21,1,2.98,1,0
269,0,1,19,1,2.13,1,0
270,1,1,26,1,3.83,0,1
271,0,1,26,1,3.13,0,1
272,1,1,22,1,3.41,1,1
273,0,1,26,1,2.96,1,0
274,1,1,NULL,0,3.47,0,1
275,0,1,NULL,0,3.77,0,1
276,0,1,NULL,0,3.5,0,1
277,1,1,NULL,0,NULL,0,0
278,0,1,NULL,0,NULL,0,0
279,1,1,NULL,0,NULL,0,0
280,0,1,19,1,3.66,1,1
281,0,1,20,1,2.94,1,1
282,0,1,20,1,3.64,1,1
283,1,1,22,1,3.61,0,0
284,0,1,24,1,3.05,1,0
285,0,1,NULL,0,2.6,0,0
286,1,1,24,1,4.07,0,1
287,0,1,29,1,3.76,1,1
288,1,1,32,1,3.81,1,1
289,0,1,31,1,3.33,0,0
290,1,1,18,1,2.64,1,1
291,1,1,26,1,4.05,0,1
292,0,1,32,1,3.4,0,0
293,0,1,26,1,3.44,0,1
294,1,1,24,1,3.68,1,1
295,1,1,22,1,3.91,1,1
296,0,1,21,1,3.89,1,1
297,1,1,20,1,3.21,0,1
298,0,1,24,1,3.89,0,1
299,1,1,25,1,3,0,0
300,1,1,24,1,3.89,0,0
301,0,1,21,1,3.75,1,1
302,0,1,NULL,0,3.04,1,1
303,0,1,25,1,3.13,1,1
304,1,1,23,1,3.3,0,0
305,1,1,23,1,3.98,1,0
306,0,1,24,1,3.83,0,0
307,0,1,NULL,0,2.98,0,1
308,1,1,23,1,3.19,0,1
309,0,1,20,1,2.81,0,0
310,1,1,23,1,3.31,1,1
311,1,1,24,1,3.27,0,1
312,0,1,26,1,3.84,1,1
313,0,1,26,1,3.21,0,1
314,1,1,27,1,3.84,0,0
315,1,1,25,1,3.83,0,0
316,0,1,23,1,3.26,0,0
317,0,1,19,1,2.98,1,0
318,0,1,19,1,3.18,0,1
319,1,1,30,1,4,0,1
320,1,1,22,1,3.64,0,1
321,1,1,28,1,4.31,0,1
322,0,1,25,1,3.87,1,1
323,1,1,25,1,3.86,0,0
324,1,1,27,1,4.05,0,1
325,0,1,30,1,3.75,1,1
326,1,1,29,1,3.67,0,0
327,0,1,24,1,4,0,0
328,0,1,23,1,3.94,0,0
329,0,1,24,1,3.06,0,0
330,1,1,24,1,3.59,0,0
331,0,1,23,1,3.89,1,1
332,1,1,27,1,3.52,0,0
333,0,1,29,1,3.42,0,1
334,1,1,23,1,3.75,0,1
335,1,1,31,1,4.35,0,1
336,1,1,23,1,3.12,0,0
337,1,1,26,1,4.2,0,0
338,0,1,25,1,3.21,1,0
339,1,1,25,1,3.36,0,1
340,0,1,27,1,3.65,0,1
341,0,1,28,1,3.46,1,1
342,0,1,28,1,3.95,1,1
343,0,1,31,1,4.019,1,1
344,0,1,30,1,3.78,0,1
345,0,1,22,1,3.63,0,1
346,1,1,21,1,3.96,0,1
347,1,1,20,1,3.55,0,0
348,0,1,25,1,4.11,1,0
349,1,1,20,1,3.68,0,1
350,1,1,28,1,4.28,0,1
351,0,1,27,1,3.47,0,1
352,0,1,25,1,3.88,0,0
353,0,1,NULL,0,3.26,1,1
354,0,1,28,1,3.49,1,1
355,1,1,20,1,3.39,1,0
356,0,1,24,1,3.26,1,0
357,0,1,NULL,0,NULL,0,0
358,0,1,25,1,3.13,0,1
359,1,1,21,1,3.07,0,0
360,1,1,18,1,2.59,1,0
361,1,1,18,1,3.06,0,0
362,0,1,NULL,0,1.93,1,0
363,0,1,27,1,3.15,0,1
364,1,1,23,1,3.34,0,1
365,1,1,31,1,3.95,0,1
366,0,1,17,1,2.44,1,1
367,1,1,NULL,0,NULL,0,0
368,1,1,18,1,2.85,0,0
369,0,1,23,1,3.03,0,0
370,1,1,32,1,3.95,0,1
371,1,1,24,1,3.62,1,1
372,1,1,32,1,4.48,0,1
373,1,1,25,1,3.66,0,1
374,0,1,21,1,2.857,0,1
375,1,1,NULL,0,0,0,1
376,0,1,NULL,0,0,0,1
377,0,1,28,1,4.01,1,1
378,1,1,26,1,3.97,0,1
379,0,1,23,1,3.08,0,0
380,0,1,24,1,3.35,0,1
381,0,1,20,1,2.51,0,1
382,0,1,26,1,3.94,1,1
383,0,1,20,1,3.28,1,0
384,0,1,27,1,3.5,0,1
385,1,1,25,1,4.23,0,1
386,1,1,23,1,3.04,1,0
387,0,1,24,1,2.16,0,1
388,1,1,27,1,3.63,0,1
389,0,1,23,1,3.04,1,0
390,0,1,19,1,2.41,0,0
391,1,1,27,1,3.14,0,1
392,1,1,NULL,0,0,0,1
393,1,1,NULL,0,0,0,1
394,1,1,25,1,3.91,0,1
395,1,1,23,1,4.98,0,1
396,0,1,18,1,2.3,0,0
397,0,1,23,1,3.13,0,0
398,0,1,26,1,3.99,1,1
399,1,1,26,1,3.72,0,0
400,0,1,24,1,3.43,0,0
401,1,1,23,1,3.74,1,1
402,0,1,27,1,3.08,0,1
403,1,1,24,1,2.95,0,1
404,1,1,19,1,3.25,0,1
405,0,1,NULL,0,2.62,0,0
406,1,1,14,1,3.25,0,0
407,0,1,24,1,3.49,0,1
408,0,1,31,1,3.13,1,1
409,1,1,23,1,3.14,0,0
410,1,1,NULL,0,3,0,1
411,1,1,26,1,3.94,0,1
412,1,1,NULL,0,2.54,0,1
413,0,1,25,1,2.73,0,1
414,0,1,21,1,3.04,0,1
415,1,1,24,1,3.78,1,1
416,0,1,24,1,2.84,1,1
417,1,1,25,1,3.33,1,1
418,0,1,24,1,3.24,0,1
419,0,1,NULL,0,0,1,0
420,0,1,29,1,3.26,1,1
421,0,1,NULL,0,3.37,1,0
422,1,1,NULL,0,2.76,0,0
423,1,1,27,1,3.36,0,0
424,1,1,23,1,2.67,0,1
425,1,1,24,1,3.83,1,0
426,1,1,22,1,3.09,1,0
427,0,1,23,1,3.31,0,1
428,0,1,24,1,3.55,0,1
429,1,1,28,1,4.06,1,1
430,1,1,21,1,2.65,1,0
431,1,1,21,1,3.67,0,0
432,1,1,22,1,4.14,1,1
433,1,1,25,1,3.167,0,0
434,1,1,20,1,3.75,1,1
435,0,1,24,1,4.3,1,1
436,1,1,29,1,3.29,0,1
437,0,1,NULL,0,2.73,1,0
438,1,1,22,1,3.43,0,0
439,1,1,20,1,3.04,1,0
440,1,1,22,1,2.52,0,1
441,1,1,26,1,3.73,0,0
442,1,1,29,1,4.54,0,0
443,0,1,31,1,3.58,0,1
444,1,1,18,1,3.12,0,1
445,0,1,21,1,3.19,1,0
446,1,1,28,1,3.88,0,0
447,0,1,26,1,3.26,0,0
448,0,1,21,1,3.82,0,1
449,1,1,24,1,3.52,0,0
450,1,1,NULL,0,3.25,0,1
451,1,1,NULL,0,3.89,0,1
452,1,1,20,1,3.59,0,0
453,1,1,23,1,3.07,0,0
454,0,1,NULL,0,3,0,0
455,1,1,22,1,3.94,0,0
456,0,1,NULL,0,2.83,1,1
457,0,1,21,1,2.54,1,0
458,0,1,22,1,3.05,0,1
459,1,1,20,1,2.77,0,0
460,0,1,NULL,0,2.8,0,0
461,0,1,NULL,0,3,0,1
462,1,1,25,1,4.2,1,1
463,1,1,29,1,3.98,0,1
464,0,1,NULL,0,3.4,1,1
465,1,1,30,1,4,0,1
466,0,1,NULL,0,0,0,1
467,0,1,NULL,0,3,0,1
468,1,1,21,1,3.42,1,1
469,0,1,25,1,3.84,1,1
470,0,1,25,1,3.55,0,1
471,1,1,NULL,0,3.49,0,1
472,1,1,23,1,3.66,0,1
473,1,1,NULL,0,2.75,0,1
474,1,1,17,1,3.52,0,0
475,0,1,25,1,1.98,1,1
476,0,1,19,1,2.44,0,0
477,0,1,NULL,0,3,0,1
478,0,1,NULL,0,3.58,1,0
479,0,1,NULL,0,2.92,0,1
480,0,1,27,1,3.74,1,1
481,0,1,18,1,2.48,0,0
482,0,1,21,1,2.21,0,0
483,1,1,NULL,0,2.62,0,0
484,0,1,19,1,3.14,0,0
485,0,1,18,1,3.43,1,0
486,0,1,NULL,0,0,0,0
487,1,1,21,1,3.18,0,0
488,0,1,29,1,3.76,1,1
489,0,1,23,1,3.69,0,1
490,0,1,22,1,3.02,0,0
491,0,1,NULL,0,2.5,0,1
492,0,1,23,1,3.46,0,1
493,1,1,23,1,3.85,0,1
494,0,1,19,1,0,0,0
495,0,1,21,1,2.84,1,1
496,0,1,NULL,0,0,0,0
497,0,1,19,1,2.79,1,1
498,0,1,25,1,2.94,1,0
499,0,1,23,1,2.42,1,0
500,1,1,29,1,3.86,0,0
501,0,1,21,1,2.89,0,1
502,1,1,NULL,0,3,0,1
503,0,1,20,1,2.84,1,1
504,1,1,28,1,4.46,0,1
505,1,1,22,1,3.91,0,1
506,0,1,22,1,2.84,0,1
507,1,1,NULL,0,1.53,0,0
508,1,1,21,1,3.02,0,0
509,0,1,20,1,3.06,1,1
510,0,1,22,1,2.4,1,1
511,0,1,25,1,3.89,0,1
512,0,1,NULL,0,3.11,1,1
513,1,1,24,1,4.04,0,0
514,1,1,27,1,3.84,0,1
515,1,1,22,1,3.63,0,0
516,0,1,21,1,3.13,1,1
517,0,1,27,1,3.87,1,1
518,0,1,31,1,3.57,0,1
519,0,1,24,1,3.46,1,1
520,0,1,27,1,3.96,1,1
521,0,1,22,1,3.57,0,1
522,1,1,25,1,3.88,0,0
523,0,1,24,1,3.2,0,0
524,1,1,31,1,4,1,1
525,0,1,27,1,3.85,1,1
526,0,1,23,1,3.33,1,1
527,0,1,23,1,3.22,0,1
528,1,1,29,1,3.76,0,1
529,1,1,29,1,3.48,1,1
530,0,1,18,1,2.9,0,0
531,0,1,24,1,3.2,0,1
532,1,1,25,1,3.22,0,1
533,0,1,NULL,0,3.3,0,1
534,0,1,NULL,0,2.1,0,0
535,0,1,19,1,2.61,0,0
536,1,1,22,1,3.75,0,0
537,0,1,NULL,0,3.82,1,1
538,0,1,25,1,3.54,0,1
539,0,1,NULL,0,0,0,1
540,1,1,24,1,3.98,0,1
541,0,1,28,1,4.03,0,0
542,0,1,26,1,4.03,0,1
543,0,1,32,1,4.06,0,1
544,0,1,21,1,2.13,0,0
545,1,1,31,1,3.56,0,1
546,0,1,21,1,3.13,1,1
547,1,1,22,1,3.1,1,0
548,0,1,20,1,2.43,1,1
549,0,1,23,1,3.66,1,1
550,1,1,21,1,3.12,0,0
551,0,1,20,1,3.84,1,0
552,0,0,21,1,2.93,0,0
553,1,1,23,1,3.5,0,0
554,1,1,27,1,3.48,0,0
555,0,1,17,1,2.67,1,1
556,0,1,22,1,2.83,1,0
557,1,1,26,1,3.27,1,1
558,0,1,24,1,3.22,1,1
559,0,1,21,1,2.69,0,0
560,0,1,20,1,2.88,0,0
561,0,1,NULL,0,3.36,1,1
562,1,1,26,1,4.54,1,1
563,1,1,23,1,3.16,0,1
564,0,1,22,1,2.42,0,0
565,0,1,26,1,3.73,0,1
566,1,1,20,1,3.5,0,1
567,1,1,21,1,3.37,0,0
568,0,1,27,1,2.05,0,0
569,0,1,25,1,3.75,1,1
570,1,1,25,1,3,0,0
571,0,1,31,1,3.52,1,1
572,0,1,20,1,2.2,1,0
573,1,1,NULL,0,3.13,0,0
574,0,1,23,1,3.02,0,1
575,0,1,19,1,3.4,1,1
576,1,1,26,1,4.11,0,1
577,0,1,21,1,2.84,0,0
578,0,1,24,1,2.53,0,0
579,1,1,25,1,3.83,1,1
580,0,1,22,1,2.42,0,1
581,1,1,24,1,3.56,0,1
582,0,1,23,1,3.41,1,1
583,1,1,30,1,4.25,1,1
584,0,1,NULL,0,3.32,0,1
585,0,1,23,1,3.48,0,1
586,0,1,20,1,3.44,1,1
587,1,1,27,1,3.42,0,1
588,0,1,20,1,3.23,1,1
589,1,1,29,1,4.06,0,1
590,0,1,24,1,3.24,1,1
591,0,1,20,1,2.6,1,1
592,0,1,19,1,3.39,0,0
593,1,1,NULL,0,0,0,1
594,1,1,17,1,3.04,0,1
595,1,1,23,1,2.87,0,0
596,1,1,25,1,3.7,0,1
597,0,1,20,1,2.11,0,0
598,0,1,23,1,3.63,0,0
599,0,1,NULL,0,3.55,1,1
600,0,1,20,1,1.72,0,0
601,0,1,23,1,2.44,0,0
602,1,1,22,1,3.23,1,0
603,0,1,18,1,3.63,0,1
604,0,1,NULL,0,0,0,0
605,0,1,19,1,3.92,0,1
606,0,1,22,1,3.4,1,0
607,0,1,25,1,2.99,0,0
608,0,1,26,1,2.23,0,0
609,0,1,NULL,0,0,0,1
610,1,1,19,1,3.21,1,1
611,0,1,20,1,2.63,1,0
612,1,1,28,1,3.54,0,0
613,0,1,NULL,0,0,0,1
614,1,1,NULL,0,0,0,0
615,1,1,NULL,0,0,0,1
616,0,1,27,1,3.02,0,0
617,0,1,24,1,3.11,1,1
618,1,1,26,1,3.67,0,1
619,0,1,NULL,0,0,0,1
620,1,1,25,1,4.29,0,1
621,1,1,28,1,3.61,0,1
622,0,1,30,1,3.85,1,1
623,0,1,20,1,3.27,1,1
624,1,1,22,1,3.12,0,1
625,0,1,21,1,2.5,0,0
626,0,1,21,1,2.84,1,0
627,0,1,23,1,3.55,0,0
628,0,1,21,1,2.4,1,1
629,0,1,22,1,2.81,0,1
630,1,1,29,1,3.78,0,1
631,1,1,21,1,2.98,0,1
632,0,0,26,1,4.18,0,1
633,1,1,21,1,4.1,0,0
634,1,1,21,1,2.98,0,1
635,0,1,24,1,2.75,0,0
636,0,1,23,1,3.61,1,1
637,0,1,18,1,3.16,0,0
638,0,1,31,1,0,0,1
639,1,1,27,1,3.68,0,0
640,0,1,22,1,3.62,0,1
641,0,1,NULL,0,2.52,0,1
642,1,1,24,1,3.84,0,1
643,0,1,26,1,3.95,1,1
644,0,1,24,1,3.5,1,0
645,1,1,22,1,2.85,0,0
646,0,1,25,1,3.73,0,1
647,1,1,NULL,0,0,0,1
648,1,1,24,1,3.28,0,0
649,0,1,NULL,0,0,0,1
650,0,1,24,1,2.73,1,0
651,0,1,22,1,3.45,0,1
652,1,1,19,1,3.44,0,1
653,1,1,21,1,3.33,0,0
654,0,1,NULL,0,2.61,0,0
655,0,1,26,1,3.57,0,0
656,1,1,22,1,3.98,1,1
657,0,1,30,1,3.54,0,1
658,1,1,20,1,2.99,0,0
659,0,1,NULL,0,0,0,1
660,0,1,NULL,0,0,0,1
661,0,1,NULL,0,2.81,0,0
662,1,1,21,1,3.74,0,0
663,0,1,24,1,3.38,1,1
664,1,1,25,1,3.47,0,0
665,1,1,19,1,3.1,0,0
666,0,1,19,1,2.01,0,1
667,1,1,NULL,0,0,0,1
668,1,1,NULL,0,0,0,1
669,1,1,23,1,3.89,0,0
670,0,1,20,1,2.41,0,1
671,1,1,NULL,0,0,0,1
672,0,1,23,1,3.25,0,1
673,0,1,NULL,0,0,0,1
674,0,1,23,1,2.34,1,0
675,0,1,NULL,0,2.53,1,0
676,0,1,24,1,3.15,0,0
677,1,1,20,1,3.08,0,0
678,1,1,21,1,3.67,0,0
679,0,1,NULL,0,0,0,1
680,0,1,24,1,3.89,1,1
681,0,1,21,1,2.58,0,1
682,0,1,21,1,3.24,1,1
683,0,1,19,1,2.54,1,1
684,0,1,27,1,3.79,0,1
685,1,1,30,1,3.7,0,1
686,0,1,NULL,0,0,0,1
687,0,1,25,1,3,1,0
688,0,1,NULL,0,3.47,0,0
689,0,1,29,1,4.21,1,1
690,1,1,26,1,3.76,0,1
691,1,1,20,1,3.29,0,0
692,0,1,27,1,3.01,0,0
693,1,1,25,1,3.83,0,1
694,0,1,18,1,3.18,1,0
695,0,1,22,1,3.26,0,1
696,0,1,NULL,0,0,0,0
697,1,1,NULL,0,0,0,1
698,1,1,NULL,0,0,1,1
699,1,1,20,1,3.38,0,1
700,0,1,24,1,3.01,0,0
701,0,1,24,1,3.35,1,1
702,0,1,NULL,0,0,0,1
703,0,1,NULL,0,0,0,1
704,1,1,30,1,3.89,1,1
705,0,1,NULL,0,3.86,1,1
706,0,0,23,1,0,0,0
707,0,1,27,1,3.55,0,1
708,0,1,NULL,0,3.28,0,1
709,1,1,NULL,0,2.93,0,1
710,0,1,NULL,0,0,0,1
711,0,1,19,1,2.47,1,0
712,0,1,30,1,0,0,1
713,0,1,19,1,2.56,0,0
714,1,1,24,1,4.11,1,1
715,1,1,21,1,3.07,0,1
716,0,1,28,1,3.63,0,1
717,0,1,26,1,3.57,1,0
718,0,1,27,1,3.49,0,1
719,1,1,25,1,3.47,1,0
720,1,1,21,1,2.4,1,1
721,0,1,29,1,3.57,1,1
722,0,1,25,1,3.76,0,0
723,1,1,25,1,3.54,0,1
724,1,1,25,1,3.86,0,0
725,1,1,24,1,4.07,0,0
726,1,1,26,1,3.49,0,0
727,1,1,25,1,3.61,1,1
728,0,1,23,1,3.38,1,1
729,0,1,30,1,3.95,1,1
730,1,1,27,1,3.97,0,1
731,0,1,22,1,3.34,0,0
732,0,1,28,1,3.41,1,1
733,0,0,26,1,3.57,0,1
734,1,1,21,1,3.94,0,0
735,1,1,30,1,4.24,0,1
736,0,1,24,1,3.21,0,0
737,1,1,29,1,4,0,1
738,1,1,23,1,3.9,1,0
739,0,1,27,1,3.76,1,1
740,1,1,29,1,4.17,0,1
741,1,1,30,1,3.85,0,1
742,0,1,20,1,3,1,0
743,0,1,25,1,4.03,0,1
744,1,1,23,1,3.68,0,0
745,0,1,25,1,3.63,0,1
746,1,1,30,1,3.96,0,1
747,0,1,21,1,3.64,1,1
748,0,1,NULL,0,3.78,0,1
749,1,1,23,1,3.8,0,1
750,1,1,24,1,3.89,0,1
751,1,1,23,1,3.26,0,0
752,1,1,21,1,3.48,0,0
753,0,1,26,1,3.87,1,0
754,0,1,28,1,4.11,0,0
755,0,1,31,1,3.65,1,0
756,1,1,23,1,4.06,0,1
757,0,1,24,1,3.79,1,1
758,0,1,26,1,2.25,0,1
759,1,1,23,1,3.42,1,1
760,0,1,22,1,3.63,0,0
761,1,1,25,1,3.98,0,1
762,0,1,22,1,2.99,0,0
763,1,1,29,1,4.04,0,1
764,0,1,23,1,3.7,0,0
765,0,1,24,1,3.33,0,1
766,0,1,NULL,0,2.67,0,0
767,0,0,20,1,2.66,0,0
768,0,1,25,1,4.09,0,1
